id_factura,rut_cliente,razon_social,segmento,region,ejecutivo,prioridad_cobranza,fecha_emision,fecha_vencimiento,fecha_pago,dias_credito,monto_neto,monto_total,tasa_morosidad_cartera,estado_cobranza,monto_gestion_cobranza,dias_atraso
F-0358,68.777.534-1,Transportes Pacífico,gobierno,Metropolitana,P. Vergara,media,2025-06-03,2025-07-03,2025-07-22,30,2563000,3049970,"4,2",pagada con atraso,51260,19
F-0195,78.535.246-7,Comercial Andes Limitada,corporativo,Metropolitana,C. Peña,alta,2025-04-01,2025-05-01,2025-05-01,30,309000,367710,"6,2",pagada al día,0,0
F-0516,71.289.996-4,Distribuidora Pacífico,pyme,Metropolitana,P. Vergara,baja,2025-02-21,2025-03-23,2025-04-02,30,1147000,1364930,"2,7",pagada con atraso,22940,10
F-0334,75.567.645-4,Ingeniería Araucanía,pyme,Metropolitana,M. Fuentes,baja,2025-08-06,2025-09-05,2025-07-31,30,1093000,1300670,"6,1",pagada con atraso,21860,13
F-0591,68.660.271-0,Constructora Central,gobierno,Metropolitana,A. Rojas,alta,2025-01-29,2025-02-28,2025-03-29,30,885000,1053150,"5,5",pagada con atraso,17700,29
F-0522,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,alta,2025-02-06,2025-03-08,2025-03-08,30,1083000,1288770,"2,7",pagada al día,0,0
F-0068,67.090.505-5,Transportes Aconcagua,corporativo,Antofagasta,A. Rojas,alta,2025-04-30,2025-05-30,2025-06-05,30,1339000,1593410,"6,2",pagada con atraso,26780,6
F-0328,70.908.553-0,Servicios Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-08-31,2025-09-30,2025-10-10,30,285000,339150,"6,1",pagada con atraso,5700,10
F-0169,71.091.669-1,Ingeniería Aconcagua,gobierno,Biobío,P. Vergara,alta,2025-02-11,2025-04-12,2025-05-02,60,594000,706860,"2,7",pagada con atraso,11880,20
F-0333,69.007.690-K,Distribuidora Pacífico,corporativo,Metropolitana,J. Salas,media,2025-01-20,2025-02-19,2025-02-19,30,527000,627130,"5,5",pagada al día,0,0
F-0163,67.415.938-2,Comercial Central,pyme,Metropolitana,J. Salas,media,2025-04-17,2025-06-16,2025-06-27,60,441000,524790,"6,2",pagada con atraso,8820,11
F-0310,63.650.981-7,Comercial Central,pyme,Metropolitana,C. Peña,alta,2025-02-17,2025-03-19,2025-03-19,30,557000,662830,"2,7",pagada al día,0,0
F-0194,75.222.742-K,Servicios Cordillera,pyme,Metropolitana,M. Fuentes,baja,2025-05-02,2025-06-01,2025-06-01,30,606000,721140,"5,9",pagada al día,0,0
F-0153,68.868.260-6,Comercial Andes,gobierno,Metropolitana,P. Vergara,baja,2025-06-14,2025-08-13,2025-08-13,60,730000,868700,"4,2",pagada al día,0,0
F-0336,61.276.342-9,Ingeniería Norte Grande,pyme,Los Lagos,C. Peña,media,2025-03-27,2025-04-26,2025-05-07,30,393000,467670,"5,7",pagada con atraso,7860,11
F-0347,64.029.376-4,Distribuidora del Sur,gobierno,Metropolitana,P. Vergara,baja,2025-10-02,2025-11-01,2025-11-28,30,564000,671160,"3,5",pagada con atraso,11280,27
F-0500,67.415.938-2,Comercial Central,pyme,Metropolitana,J. Salas,baja,2025-04-19,2025-05-19,2025-05-19,30,944000,1123360,"6,2",pagada al día,0,0
F-0342,79.413.925-3,Servicios Aconcagua,corporativo,Los Lagos,M. Fuentes,baja,2025-08-12,2025-09-11,2025-09-17,30,293,349,"6,1",pagada con atraso,5860,6
F-0104,72.877.266-2,Transportes Cordillera,pyme,Los Lagos,P. Vergara,alta,2025-09-04,2025-11-03,2025-11-12,60,1594000,1896860,"3,1",pagada con atraso,31880,9
F-0403,70.529.542-5,Comercial del Sur,corporativo,Antofagasta,J. Salas,media,2025-08-27,2025-10-26,2025-10-26,60,156,186,"6,1",pagada al día,0,0
F-0075,73.091.379-6,Constructora Central,pyme,Biobío,J. Salas,baja,2025-03-21,2025-04-20,2025-05-10,30,876000,1042440,"5,7",pagada con atraso,17520,20
F-0435,64.538.186-6,Distribuidora Cordillera,corporativo,Los Lagos,C. Peña,media,2025-08-18,2025-10-17,2025-10-17,60,776000,923440,"6,1",pagada al día,0,0
F-0590,73.660.964-9,Ingeniería Pacífico,corporativo,Metropolitana,C. Peña,media,2025-12-10,2026-01-09,2026-01-22,30,773000,919870,"3,9",pagada con atraso,15460,13
F-0120,63.085.786-4,Comercial Andes,gobierno,Metropolitana,J. Salas,media,2025-12-15,2026-01-14,2026-02-04,30,566000,673540,"3,9",pagada con atraso,11320,21
F-0399,61.785.011-7,Comercial Central,pyme,Antofagasta,C. Peña,baja,2025-06-01,2025-07-31,2025-07-31,60,520000,618800,"4,2",pagada al día,0,0
F-0422,71.289.996-4,Distribuidora Pacífico,pyme,Metropolitana,P. Vergara,baja,2025-09-29,2025-10-29,2025-11-19,30,709000,843710,"3,1",pagada con atraso,14180,21
F-0496,68.868.260-6,Comercial Andes,gobierno,Metropolitana,P. Vergara,media,2025-02-11,2025-03-13,2025-04-13,30,744000,885360,"2,7",en gestión judicial,14880,31
F-0208,64.538.186-6,Distribuidora Cordillera,corporativo,Los Lagos,C. Peña,baja,2025-02-21,2025-03-23,2025-03-23,30,444000,528360,"2,7",pagada al día,0,0
F-0491,63.304.574-7,Transportes Central,pyme,Metropolitana,J. Salas,baja,2025-04-01,2025-05-31,2025-05-31,60,256000,304640,"6,2",pagada al día,0,0
F-0363,75.567.645-4,Ingeniería Araucanía,pyme,Metropolitana,C. Peña,media,2025-01-14,2025-02-13,2025-02-24,30,469000,558110,"5,5",pagada con atraso,9380,11
F-0351,77.165.787-7,Distribuidora Pacífico,corporativo,Metropolitana,P. Vergara,baja,2025-10-06,2025-11-05,2025-11-05,30,1269000,1510110,"3,5",pagada al día,0,0
F-0417,61.785.011-7,Comercial Central,pyme,Antofagasta,C. Peña,baja,2025-07-04,2025-09-02,2025-09-02,60,644000,766360,"6,6",pagada al día,0,0
F-0009,75.913.590-3,Constructora Andes,pyme,Antofagasta,M. Fuentes,alta,2025-09-04,2025-10-04,2025-10-12,30,133000,158270,"3,1",pagada con atraso,2660,8
F-0389,69.955.817-6,Transportes Araucanía,corporativo,Metropolitana,J. Salas,baja,2025-03-31,2025-04-30,2025-04-30,30,464000,552160,"5,7",pagada al día,0,0
F-0037,73.558.357-3,Distribuidora Pacífico,gobierno,Biobío,M. Fuentes,alta,2025-05-07,2025-07-06,2025-08-01,60,382000,454580,"5,9",pagada con atraso,7640,26
F-0140,70.264.498-4,Transportes Aconcagua,pyme,Antofagasta,A. Rojas,baja,2025-07-08,2025-08-07,2025-08-15,30,727000,865130,"6,6",pagada con atraso,14540,8
F-0254,76.794.911-1,Comercial Norte Grande,corporativo,Valparaíso,A. Rojas,baja,2025-10-24,2025-11-23,2025-11-23,30,2373000,2823870,"3,5",pagada al día,0,0
F-0304,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-01-08,2025-04-08,2025-04-29,90,1070000,1273300,"5,5",pagada con atraso,21400,21
F-0550,63.789.425-0,Distribuidora Araucanía,pyme,Valparaíso,C. Peña,media,2025-10-10,2025-12-09,2026-01-01,60,570000,678300,"3,5",pagada con atraso,11400,23
F-0060,73.660.964-9,Ingeniería Pacífico,corporativo,Metropolitana,C. Peña,baja,2025-07-17,2025-08-16,2025-08-16,30,855000,1017450,"6,6",pagada al día,0,0
F-0112,74.010.432-2,Ingeniería Aconcagua,corporativo,Valparaíso,M. Fuentes,alta,2025-03-10,2025-05-09,2025-05-13,60,354000,421260,"5,7",pagada con atraso,7080,4
F-0364,75.479.059-8,Distribuidora Central,pyme,Valparaíso,A. Rojas,media,2025-10-18,2025-12-17,2026-01-04,60,712000,847280,"3,5",pagada con atraso,14240,18
F-0420,73.947.308-K,Transportes Central,pyme,Metropolitana,P. Vergara,baja,2025-03-17,2025-04-16,2025-04-16,30,362000,430780,"5,7",pagada al día,0,0
F-0365,69.009.168-2,Transportes Araucanía,pyme,Antofagasta,J. Salas,baja,2025-05-12,2025-06-11,2025-06-27,30,146000,173740,"5,9",pagada con atraso,2920,16
F-0263,73.947.308-K,Transportes Central,pyme,Metropolitana,P. Vergara,baja,2025-07-08,2025-09-06,2025-09-19,60,106000,126140,"6,6",pagada con atraso,2120,13
F-0507,67.332.846-6,Distribuidora Norte Grande,pyme,Metropolitana,P. Vergara,baja,2025-02-09,2025-03-11,2025-03-26,30,1008000,1199520,"2,7",pagada con atraso,20160,15
F-0298,75.913.590-3,Constructora Andes,pyme,Antofagasta,P. Vergara,baja,2025-07-05,2025-09-03,2025-09-12,60,1328000,1580320,"6,6",pagada con atraso,26560,9
F-0151,61.842.713-7,Distribuidora Central,pyme,Metropolitana,C. Peña,baja,2025-11-24,2025-12-24,2026-01-10,30,617000,734230,"5,7",pagada con atraso,12340,17
F-0267,63.304.574-7,Transportes Central,pyme,Metropolitana,J. Salas,baja,2025-10-28,2025-11-27,2025-12-08,30,1516000,1804040,"3,5",pagada con atraso,30320,11
F-0529,63.650.981-7,Comercial Central,pyme,Metropolitana,C. Peña,media,2025-07-10,2025-09-08,2025-09-20,60,713000,848470,"6,6",pagada con atraso,14260,12
F-0541,70.529.542-5,Comercial del Sur,corporativo,Antofagasta,J. Salas,baja,2025-09-28,2025-11-27,2025-11-27,60,223000,265370,"3,1",pagada al día,0,0
F-0039,77.757.755-7,Comercial del Sur,pyme,Biobío,C. Peña,baja,2025-02-08,2025-05-09,2025-05-26,90,1211000,1441090,"2,7",pagada con atraso,24220,17
F-0444,79.512.378-4,Distribuidora Araucanía,pyme,Metropolitana,P. Vergara,media,2025-08-09,2025-09-08,2025-09-24,30,553000,658070,"6,1",pagada con atraso,11060,16
F-0308,72.633.261-4,Distribuidora Pacífico,pyme,Metropolitana,A. Rojas,baja,2025-08-02,2025-10-31,2025-10-31,90,2125000,2528750,"6,1",pagada al día,0,0
F-0199,67.278.110-8,Constructora Norte Grande,corporativo,Metropolitana,A. Rojas,baja,2025-07-01,2025-07-31,2025-07-31,30,1040000,1237600,"6,6",pagada al día,0,0
F-0479,70.264.498-4,Transportes Aconcagua,pyme,Antofagasta,A. Rojas,alta,2025-06-25,2025-09-23,2025-09-27,90,443000,527170,"4,2",pagada con atraso,8860,4
F-0366,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,media,2025-07-10,2025-09-08,2025-09-08,60,806000,959140,"6,6",pagada al día,0,0
F-0147,70.007.007-7,Servicios del Sur,gobierno,Valparaíso,C. Peña,baja,2025-08-21,2025-09-20,2025-11-01,30,781000,929390,"6,1",en gestión judicial,15620,42
F-0574,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,media,2025-09-17,2025-11-16,2025-11-29,60,1220000,1451800,"3,1",pagada con atraso,24400,13
F-0543,67.415.938-2,Comercial Central,pyme,Metropolitana,J. Salas,media,2025-11-06,2025-12-06,2025-12-11,30,810000,963900,"5,7",pagada con atraso,16200,5
F-0148,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-05-21,2025-06-20,2025-06-20,30,661000,786590,"5,9",pagada al día,0,0
F-0433,73.091.379-6,Constructora Central,pyme,Biobío,J. Salas,media,2025-08-18,2025-09-17,2025-09-24,30,174000,207060,"6,1",pagada con atraso,3480,7
F-0349,63.650.981-7,Comercial Central,pyme,Metropolitana,C. Peña,baja,2025-07-14,2025-08-13,2025-08-13,30,500000,595000,"6,6",pagada al día,0,0
F-0326,60.876.074-1,Transportes del Sur,pyme,Valparaíso,M. Fuentes,alta,2025-04-19,2025-07-18,2025-07-27,90,143000,170170,"6,2",pagada con atraso,2860,9
F-0404,74.010.432-2,Ingeniería Aconcagua,corporativo,Valparaíso,M. Fuentes,baja,2025-09-25,2025-10-25,2025-11-05,30,1539000,1831410,"3,1",pagada con atraso,30780,11
F-0124,70.931.376-2,Distribuidora Andes,pyme,Metropolitana,P. Vergara,baja,2025-06-08,2025-08-07,2025-08-28,60,1073000,1276870,"4,2",pagada con atraso,21460,21
F-0515,75.721.234-K,Servicios Norte Grande,corporativo,Antofagasta,P. Vergara,baja,2025-05-31,2025-06-30,2025-06-30,30,719000,855610,"5,9",pagada al día,0,0
F-0097,63.789.425-0,Distribuidora Araucanía,pyme,Valparaíso,M. Fuentes,media,2025-08-21,2025-11-19,2025-08-15,90,5872000,6987680,"6,1",pagada con atraso,117440,13
F-0144,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,J. Salas,baja,2025-01-20,2025-03-21,2025-03-21,60,2543000,3026170,"5,5",pagada al día,0,0
F-0240,79.350.177-3,Ingeniería del Sur,pyme,Metropolitana,J. Salas,baja,2025-11-09,2026-01-08,2026-01-08,60,696000,828240,"5,7",pagada al día,0,0
F-0474,68.913.734-2,Comercial Norte Grande,pyme,Los Lagos,J. Salas,alta,2025-04-13,2025-05-13,2025-05-25,30,1361000,1619590,"6,2",pagada con atraso,27220,12
F-0098,67.332.846-6,Distribuidora Norte Grande,pyme,Metropolitana,P. Vergara,baja,2025-06-10,2025-07-10,2025-07-10,30,174000,207060,"4,2",pagada al día,0,0
F-0372,67.415.938-2,Comercial Central,pyme,Metropolitana,J. Salas,baja,2025-11-21,2025-12-21,2026-01-08,30,367000,436730,"5,7",pagada con atraso,7340,18
F-0325,68.913.734-2,Comercial Norte Grande,pyme,Los Lagos,J. Salas,media,2025-02-19,2025-05-20,2025-05-20,90,247000,293930,"2,7",pagada al día,0,0
F-0280,68.660.271-0,Constructora Central,gobierno,Metropolitana,A. Rojas,baja,2025-09-16,2025-10-16,2025-11-28,30,473000,562870,"3,1",en gestión judicial,9460,43
F-0294,69.514.095-9,Distribuidora Aconcagua,corporativo,Metropolitana,J. Salas,baja,2025-09-11,2025-11-10,2025-11-12,60,656000,780640,"3,1",pagada con atraso,13120,2
F-0595,63.085.786-4,Comercial Andes,gobierno,Metropolitana,J. Salas,baja,2025-05-01,2025-05-31,2025-06-26,30,953000,1134070,"5,9",pagada con atraso,19060,26
F-0123,63.085.786-4,Comercial Andes,gobierno,Metropolitana,J. Salas,media,2025-12-08,2026-03-08,2026-03-30,90,108000,128520,"3,9",pagada con atraso,2160,22
F-0184,64.544.763-8,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,media,2025-04-29,2025-06-28,2025-07-06,60,115000,136850,"6,2",pagada con atraso,2300,8
F-0203,67.415.938-2,Comercial Central,pyme,Metropolitana,J. Salas,baja,2025-03-12,2025-05-11,2025-05-26,60,402000,478380,"5,7",pagada con atraso,8040,15
F-0324,62.562.264-6,Servicios Aconcagua,pyme,Metropolitana,A. Rojas,media,2025-08-06,2025-10-05,2025-10-10,60,215000,255850,"6,1",pagada con atraso,4300,5
F-0247,70.908.553-0,Servicios Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-12-20,2026-02-18,2026-03-03,60,265000,315350,"3,9",pagada con atraso,5300,13
F-0498,73.558.357-3,Distribuidora Pacífico,gobierno,Biobío,A. Rojas,baja,2025-04-03,2025-05-03,2025-05-25,30,402000,478380,"6,2",pagada con atraso,8040,22
F-0523,66.516.501-9,Distribuidora Araucanía,corporativo,Biobío,C. Peña,baja,2025-10-26,2025-11-25,2025-12-01,30,2778000,3305820,"3,5",pagada con atraso,55560,6
F-0536,69.334.407-7,Servicios Norte Grande,corporativo,Valparaíso,C. Peña,media,2025-11-08,2026-01-07,2026-01-09,60,1022000,1216180,"5,7",pagada con atraso,20440,2
F-0423,64.029.376-4,Distribuidora del Sur,gobierno,Metropolitana,P. Vergara,baja,2025-06-16,2025-07-16,2025-08-22,30,263000,312970,"4,2",en gestión judicial,5260,37
F-0540,70.264.498-4,Transportes Aconcagua,pyme,Antofagasta,A. Rojas,baja,2025-09-26,2025-11-25,2025-11-25,60,291000,346290,"3,1",pagada al día,0,0
F-0401,71.091.669-1,Ingeniería Aconcagua,gobierno,Biobío,P. Vergara,baja,2025-02-03,2025-04-04,2025-05-08,60,291000,346290,"2,7",en gestión judicial,5820,34
F-0126,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,media,2025-01-15,2025-03-16,2025-03-16,60,687000,817530,"5,5",pagada al día,0,0
F-0439,65.535.181-7,Transportes Pacífico,gobierno,Metropolitana,P. Vergara,alta,2025-07-28,2025-08-27,2025-09-25,30,532000,633080,"6,6",pagada con atraso,10640,29
F-0426,68.048.265-9,Distribuidora Andes,pyme,Antofagasta,C. Peña,baja,2025-12-24,2026-01-23,2026-01-23,30,171000,203490,"3,9",pagada al día,0,0
F-0224,76.794.911-1,Comercial Norte Grande,corporativo,Valparaíso,A. Rojas,baja,2025-07-28,2025-08-27,2025-09-05,30,247000,293930,"6,6",pagada con atraso,4940,9
F-0343,67.409.188-5,Comercial Central,pyme,Antofagasta,J. Salas,alta,2025-03-10,2025-05-09,2025-05-28,60,1904000,2265760,"5,7",pagada con atraso,38080,19
F-0054,61.785.011-7,Comercial Central,pyme,Antofagasta,C. Peña,media,2025-06-04,2025-09-02,2025-09-15,90,654000,778260,"4,2",pagada con atraso,13080,13
F-0220,69.007.690-K,Distribuidora Pacífico,corporativo,Metropolitana,J. Salas,alta,2025-08-15,2025-09-14,2025-09-14,30,717000,853230,"6,1",pagada al día,0,0
F-0130,70.908.553-0,Servicios Aconcagua,pyme,Valparaíso,C. Peña,alta,2025-02-08,2025-03-10,2025-03-10,30,392000,466480,"2,7",pagada al día,0,0
F-0554,67.090.505-5,Transportes Aconcagua,corporativo,Antofagasta,A. Rojas,media,2025-12-10,2026-02-08,2026-02-09,60,542000,644980,"3,9",pagada con atraso,10840,1
F-0406,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,media,2025-10-13,2025-11-12,2025-11-21,30,270000,321300,"3,5",pagada con atraso,5400,9
F-0497,69.007.690-K,Distribuidora Pacífico,corporativo,Metropolitana,J. Salas,baja,2025-03-28,2025-04-27,2025-04-27,30,646000,768740,"5,7",pagada al día,0,0
F-0556,61.785.011-7,Comercial Central,pyme,Antofagasta,C. Peña,media,2025-02-14,2025-03-16,2025-03-19,30,252000,299880,"2,7",pagada con atraso,5040,3
F-0408,76.552.587-K,Transportes Pacífico,pyme,Metropolitana,J. Salas,alta,2025-07-28,2025-08-27,2025-09-08,30,308000,366520,"6,6",pagada con atraso,6160,12
F-0525,64.544.763-8,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,baja,2025-09-29,2025-11-28,2025-12-15,60,235000,279650,"3,1",pagada con atraso,4700,17
F-0415,63.304.574-7,Transportes Central,pyme,Metropolitana,J. Salas,media,2025-11-11,2026-02-09,2026-02-09,90,240000,285600,"5,7",pagada al día,0,0
F-0387,74.010.432-2,Ingeniería Aconcagua,corporativo,Valparaíso,M. Fuentes,media,2025-12-26,2026-01-25,2026-01-25,30,676000,804440,"3,9",pagada al día,0,0
F-0593,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,baja,2025-01-03,2025-02-02,2025-02-17,30,1307000,1555330,"5,5",pagada con atraso,26140,15
F-0295,68.660.271-0,Constructora Central,gobierno,Metropolitana,A. Rojas,media,2025-01-23,2025-02-22,2025-02-22,30,750000,892500,"5,5",pagada al día,0,0
F-0268,69.514.095-9,Distribuidora Aconcagua,corporativo,Metropolitana,J. Salas,baja,2025-01-30,2025-03-01,2025-03-06,30,200000,238000,"5,5",pagada con atraso,4000,5
F-0581,63.892.768-3,Comercial Pacífico,pyme,Biobío,C. Peña,baja,2025-07-15,2025-09-13,2025-09-24,60,800000,952000,"6,6",pagada con atraso,16000,11
F-0560,62.598.429-7,Servicios Andes,pyme,Metropolitana,C. Peña,baja,2025-02-07,2025-03-09,2025-03-09,30,332000,395080,"2,7",pagada al día,0,0
F-0113,61.842.713-7,Distribuidora Central,pyme,Metropolitana,C. Peña,baja,2025-03-05,2025-04-04,2025-04-23,30,736000,875840,"5,7",pagada con atraso,14720,19
F-0180,63.304.574-7,Transportes Central,pyme,Metropolitana,J. Salas,baja,2025-11-04,2026-01-03,2026-01-27,60,769000,915110,"5,7",pagada con atraso,15380,24
F-0434,63.085.786-4,Comercial Andes,gobierno,Metropolitana,J. Salas,alta,2025-05-25,2025-06-24,2025-07-15,30,404000,480760,"5,9",pagada con atraso,8080,21
F-0512,73.558.357-3,Distribuidora Pacífico,gobierno,Biobío,A. Rojas,alta,2025-12-14,2026-01-13,2026-02-19,30,456000,542640,"3,9",en gestión judicial,9120,37
F-0464,67.415.938-2,Comercial Central,pyme,Metropolitana,J. Salas,alta,2025-12-15,2026-01-14,2026-02-09,30,546000,649740,"3,9",pagada con atraso,10920,26
F-0374,66.603.925-4,Ingeniería Andes,pyme,Metropolitana,J. Salas,baja,2025-05-25,2025-08-23,2025-09-08,90,131000,155890,"5,9",pagada con atraso,2620,16
F-0315,68.217.000-K,Transportes Andes,pyme,Antofagasta,M. Fuentes,baja,2025-06-02,2025-07-02,2025-07-02,30,1019000,1212610,"4,2",pagada al día,0,0
F-0152,69.009.168-2,Transportes Araucanía,pyme,Antofagasta,J. Salas,media,2025-09-13,2025-10-13,2025-10-23,30,199000,236810,"3,1",pagada con atraso,3980,10
F-0506,66.516.501-9,Distribuidora Araucanía,corporativo,Biobío,C. Peña,baja,2025-11-26,2026-01-25,2026-01-25,60,219000,260610,"5,7",pagada al día,0,0
F-0234,73.091.379-6,Constructora Central,pyme,Biobío,J. Salas,baja,2025-08-15,2025-11-13,2025-11-29,90,432000,514080,"6,1",pagada con atraso,8640,16
F-0307,69.334.407-7,Servicios Norte Grande,corporativo,Valparaíso,C. Peña,media,2025-07-31,2025-08-30,2025-08-30,30,1258000,1497020,"6,6",pagada al día,0,0
F-0440,71.289.996-4,Distribuidora Pacífico,pyme,Metropolitana,P. Vergara,baja,2025-08-01,2025-08-31,2025-08-31,30,425000,505750,"6,1",pagada al día,0,0
F-0165,70.007.007-7,Servicios del Sur,gobierno,Valparaíso,C. Peña,alta,2025-06-01,2025-07-01,2025-07-22,30,409000,486710,"4,2",pagada con atraso,8180,21
F-0318,71.091.669-1,Ingeniería Aconcagua,gobierno,Biobío,P. Vergara,media,2025-08-16,2025-09-15,2025-10-07,30,544000,647360,"6,1",pagada con atraso,10880,22
F-0137,74.010.432-2,Ingeniería Aconcagua,corporativo,Valparaíso,M. Fuentes,baja,2025-12-26,2026-01-25,2026-01-25,30,883000,1050770,"3,9",pagada al día,0,0
F-0411,79.350.177-3,Ingeniería del Sur,pyme,Metropolitana,J. Salas,media,2025-10-12,2025-11-11,2025-11-11,30,182000,216580,"3,5",pagada al día,0,0
F-0198,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,media,2025-01-19,2025-02-18,2025-02-26,30,444000,528360,"5,5",pagada con atraso,8880,8
F-0520,63.789.425-0,Distribuidora Araucanía,pyme,Valparaíso,C. Peña,baja,2025-07-22,2025-08-21,2025-08-30,30,823000,979370,"6,6",pagada con atraso,16460,9
F-0259,78.806.120-K,Servicios Aconcagua,corporativo,Metropolitana,P. Vergara,baja,2025-02-12,2025-04-13,2025-04-13,60,285000,339150,"2,7",pagada al día,0,0
F-0233,63.304.574-7,Transportes Central,pyme,Metropolitana,J. Salas,baja,2025-07-15,2025-09-13,2025-09-30,60,403000,479570,"6,6",pagada con atraso,8060,17
F-0116,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,media,2025-02-08,2025-03-10,2025-03-13,30,1489000,1771910,"2,7",pagada con atraso,29780,3
F-0121,74.867.501-9,Transportes Cordillera,pyme,Metropolitana,M. Fuentes,baja,2025-10-12,2025-11-11,2025-11-11,30,219000,260610,"3,5",pagada al día,0,0
F-0489,72.633.261-4,Distribuidora Pacífico,pyme,Metropolitana,A. Rojas,alta,2025-02-03,2025-04-04,2025-04-18,60,1610000,1915900,"2,7",pagada con atraso,32200,14
F-0377,74.895.228-4,Transportes Pacífico,pyme,Metropolitana,A. Rojas,baja,2025-06-21,2025-07-21,2025-08-10,30,206000,245140,"4,2",pagada con atraso,4120,20
F-0385,64.538.186-6,Distribuidora Cordillera,corporativo,Los Lagos,C. Peña,media,2025-12-02,2026-03-02,2026-03-16,90,1050000,1249500,"3,9",pagada con atraso,21000,14
F-0225,77.757.755-7,Comercial del Sur,pyme,Biobío,C. Peña,alta,2025-03-26,2025-04-25,2025-05-08,30,1092000,1299480,"5,7",pagada con atraso,21840,13
F-0580,70.931.376-2,Distribuidora Andes,pyme,Metropolitana,P. Vergara,baja,2025-05-05,2025-06-04,2025-06-04,30,2100000,2499000,"5,9",pagada al día,0,0
F-0471,75.197.965-7,Distribuidora Cordillera,corporativo,Valparaíso,A. Rojas,baja,2025-08-02,2025-10-31,2025-11-02,90,885000,1053150,"6,1",pagada con atraso,17700,2
F-0348,76.552.587-K,Transportes Pacífico,pyme,Metropolitana,J. Salas,media,2025-09-05,2025-11-04,2025-11-21,60,1098000,1306620,"3,1",pagada con atraso,21960,17
F-0128,69.258.807-K,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,baja,2025-12-17,2026-02-15,2026-02-15,60,1587000,1888530,"3,9",pagada al día,0,0
F-0003,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,M. Fuentes,baja,2025-07-21,2025-08-20,2025-09-09,30,554000,659260,"6,6",pagada con atraso,11080,20
F-0446,67.332.846-6,Distribuidora Norte Grande,pyme,Metropolitana,P. Vergara,baja,2025-12-08,2026-01-07,2026-01-21,30,950000,1130500,"3,9",pagada con atraso,19000,14
F-0286,75.631.304-5,Transportes Pacífico,pyme,Metropolitana,J. Salas,baja,2025-11-21,2025-12-21,2025-12-29,30,156000,185640,"5,7",pagada con atraso,3120,8
F-0564,70.264.498-4,Transportes Aconcagua,pyme,Antofagasta,A. Rojas,baja,2025-11-06,2026-01-05,2026-01-05,60,743000,884170,"5,7",pagada al día,0,0
F-0044,64.029.376-4,Distribuidora del Sur,gobierno,Metropolitana,P. Vergara,baja,2025-03-16,2025-04-15,2025-05-12,30,279000,332010,"5,7",pagada con atraso,5580,27
F-0108,78.450.537-5,Constructora Araucanía,pyme,Metropolitana,C. Peña,media,2025-11-26,2026-01-25,2026-01-25,60,2176000,2589440,"5,7",pagada al día,0,0
F-0517,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,media,2025-12-10,2026-01-09,2026-01-09,30,467000,555730,"3,9",pagada al día,0,0
F-0002,64.029.376-4,Distribuidora del Sur,gobierno,Metropolitana,M. Fuentes,media,2025-04-12,2025-05-12,2025-06-12,30,84000,99960,"6,2",en gestión judicial,1680,31
F-0134,74.010.432-2,Ingeniería Aconcagua,corporativo,Valparaíso,M. Fuentes,baja,2025-04-01,2025-05-01,2025-05-07,30,494000,587860,"6,2",pagada con atraso,9880,6
F-0441,73.729.559-1,Transportes del Sur,pyme,Metropolitana,C. Peña,media,2025-05-22,2025-06-21,2025-07-02,30,747000,888930,"5,9",pagada con atraso,14940,11
F-0510,74.867.501-9,Transportes Cordillera,pyme,Metropolitana,M. Fuentes,media,2025-12-25,2026-01-24,2026-02-06,30,461000,548590,"3,9",pagada con atraso,9220,13
F-0045,78.806.120-K,Servicios Aconcagua,corporativo,Metropolitana,P. Vergara,baja,2025-07-22,2025-09-20,2025-10-03,60,326000,387940,"6,6",pagada con atraso,6520,13
F-0170,70.529.542-5,Comercial del Sur,corporativo,Antofagasta,J. Salas,media,2025-07-05,2025-10-03,2025-10-03,90,1270000,1511300,"6,6",pagada al día,0,0
F-0066,78.535.246-7,Constructora Aconcagua,corporativo,Metropolitana,C. Peña,baja,2025-03-28,2025-04-27,2025-05-10,30,196000,233240,"5,7",pagada con atraso,3920,13
F-0284,64.544.763-8,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,media,2025-04-27,2025-05-27,2025-06-06,30,485000,577150,"6,2",pagada con atraso,9700,10
